date,state,data_type,population,elderly_population_percent,working_age_population_percent,under_30_population_percent,outdoor_worker_fraction,urban_population_percent,maximum_temperature_c,minimum_temperature_c,mean_temperature_c,relative_humidity_percent,wind_speed_mps,dew_point_c,heat_index_c,heat_index_f,wbgt_c,wbgt_category,hours_above_heat_threshold,nighttime_min_temperature_c,heatwave_day,consecutive_hot_days,temperature_anomaly_c,humidity_anomaly_percent,heat_duration_hours,consecutive_heat_days,nighttime_heat_stress,humidity_burden,outdoor_exposure_index,urban_heat_index,population_exposure_index,vulnerability_index,public_health_response_index,healthcare_access_index,heat_action_plan_index,cooling_access_index,heat_exposure_index,heat_exposure_lag_1,heat_exposure_lag_2,heat_exposure_lag_3,heat_exposure_lag_7,cumulative_heat_load_3day,cumulative_heat_load_7day,expected_heatstroke_deaths,expected_other_heat_related_deaths,expected_heat_related_deaths,heatstroke_deaths,other_heat_related_deaths,heat_related_deaths_total,heat_related_deaths_male,heat_related_deaths_female,heatstroke_deaths_male,heatstroke_deaths_female,heat_related_deaths_under_30,heat_related_deaths_30_59,heat_related_deaths_60_plus,mortality_anomaly,heat_related_mortality_rate_per_100000,heatstroke_mortality_rate_per_100000,thermal_signature
2025-12-02,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,28.16,17.79,22.97,78.3,6.7,19.0,29.41,84.93,24.18,LOW,0,18.29,False,0,-0.94,6.4,0,0,0.0,0.125,0.743,0.34,0.716,0.57,0.511,0.672,0.55,0.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01446,0.04302,0.05748,0,0,0,0,0,0,0,0,0,0,-0.05748,0.0,0.0,"{""max_temperature_c"": 28.16, ""mean_temperature_c"": 22.97, ""humidity_percent"": 78.3, ""wbgt_c"": 24.18, ""heat_index_c"": 29.41, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-03,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,28.04,20.13,24.09,75.0,1.19,19.38,29.44,85.0,24.74,LOW,0,20.78,False,0,-1.92,-3.9,0,0,0.0,0.172,0.55,0.431,0.775,0.498,0.558,0.785,0.6,0.556,0.0,0.0,0.0,0.0095,0.0333,0.0,0.0095,0.01105,0.03149,0.04255,0,0,0,0,0,0,0,0,0,0,-0.04255,0.0,0.0,"{""max_temperature_c"": 28.04, ""mean_temperature_c"": 24.09, ""humidity_percent"": 75.0, ""wbgt_c"": 24.74, ""heat_index_c"": 29.44, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-03,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,32.14,26.17,29.15,82.5,2.99,25.86,40.65,105.17,29.61,CAUTION,0,26.77,False,0,0.99,4.5,0,0,0.462,0.983,0.455,0.402,0.473,0.539,0.635,0.844,0.65,0.556,0.1733,0.2234,0.0775,0.1049,0.069,0.4741,0.7605,0.00817,0.02384,0.03201,0,0,0,0,0,0,0,0,0,0,-0.03201,0.0,0.0,"{""max_temperature_c"": 32.14, ""mean_temperature_c"": 29.15, ""humidity_percent"": 82.5, ""wbgt_c"": 29.61, ""heat_index_c"": 40.65, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-03,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,28.37,20.1,24.24,79.1,1.99,20.39,30.27,86.48,25.31,LOW,0,20.62,False,0,-0.75,7.4,0,0,0.0,0.298,0.79,0.35,0.726,0.566,0.52,0.673,0.55,0.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01508,0.04379,0.05887,0,0,0,0,0,0,0,0,0,0,-0.05887,0.0,0.0,"{""max_temperature_c"": 28.37, ""mean_temperature_c"": 24.24, ""humidity_percent"": 79.1, ""wbgt_c"": 25.31, ""heat_index_c"": 30.27, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-04,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,29.14,21.58,25.36,75.3,2.3,20.67,31.33,88.39,25.75,LOW,0,22.18,False,0,-0.86,-3.4,0,0,0.0,0.334,0.623,0.402,0.79,0.502,0.558,0.784,0.6,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.01183,0.03254,0.04437,0,0,0,0,0,0,0,0,0,0,-0.04437,0.0,0.0,"{""max_temperature_c"": 29.14, ""mean_temperature_c"": 25.36, ""humidity_percent"": 75.3, ""wbgt_c"": 25.75, ""heat_index_c"": 31.33, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-04,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,32.42,28.23,30.33,85.3,3.2,27.59,44.04,111.27,30.41,DANGER,0,28.84,False,0,1.25,7.5,6,1,0.807,1.0,0.482,0.407,0.479,0.534,0.589,0.844,0.65,0.553,0.2796,0.1733,0.2234,0.0775,0.0733,0.6763,0.9667,0.01222,0.03798,0.0502,0,0,0,0,0,0,0,0,0,0,-0.0502,0.0,0.0,"{""max_temperature_c"": 32.42, ""mean_temperature_c"": 30.33, ""humidity_percent"": 85.3, ""wbgt_c"": 30.41, ""heat_index_c"": 44.04, ""heat_duration_hours"": 6, ""consecutive_heat_days"": 1}"
2025-12-04,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,30.55,20.47,25.51,77.2,2.22,21.21,33.36,92.05,26.7,LOW,0,20.97,False,0,1.39,5.7,0,0,0.0,0.402,0.761,0.335,0.72,0.563,0.496,0.675,0.55,0.497,0.0174,0.0,0.0,0.0,0.0,0.0174,0.0174,0.01511,0.04427,0.05937,0,0,0,0,0,0,0,0,0,0,-0.05937,0.0,0.0,"{""max_temperature_c"": 30.55, ""mean_temperature_c"": 25.51, ""humidity_percent"": 77.2, ""wbgt_c"": 26.7, ""heat_index_c"": 33.36, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-05,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,30.61,22.26,26.44,73.3,1.49,21.28,33.49,92.28,26.95,LOW,0,22.94,False,0,0.57,-5.3,0,0,0.0,0.409,0.613,0.452,0.788,0.499,0.512,0.784,0.6,0.557,0.0238,0.0,0.0,0.0,0.0,0.0238,0.0334,0.0121,0.03312,0.04522,0,0,0,0,0,0,0,0,0,0,-0.04522,0.0,0.0,"{""max_temperature_c"": 30.61, ""mean_temperature_c"": 26.44, ""humidity_percent"": 73.3, ""wbgt_c"": 26.95, ""heat_index_c"": 33.49, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-05,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,32.14,27.07,29.61,83.1,2.03,26.43,41.55,106.79,29.79,CAUTION,0,27.68,False,0,0.94,5.5,0,0,0.613,1.0,0.48,0.404,0.478,0.535,0.568,0.845,0.65,0.548,0.1874,0.2796,0.1733,0.2234,0.0639,0.6403,1.0903,0.00921,0.02629,0.0355,0,0,0,0,0,0,0,0,0,0,-0.0355,0.0,0.0,"{""max_temperature_c"": 32.14, ""mean_temperature_c"": 29.61, ""humidity_percent"": 83.1, ""wbgt_c"": 29.79, ""heat_index_c"": 41.55, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-05,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,27.83,20.24,24.04,80.3,5.06,20.43,29.66,85.38,24.68,LOW,0,20.75,False,0,-1.35,9.0,0,0,0.0,0.304,0.739,0.336,0.715,0.562,0.471,0.674,0.55,0.497,0.0,0.0174,0.0,0.0,0.0,0.0174,0.0174,0.01505,0.04451,0.05956,0,0,0,0,0,0,0,0,0,0,-0.05956,0.0,0.0,"{""max_temperature_c"": 27.83, ""mean_temperature_c"": 24.04, ""humidity_percent"": 80.3, ""wbgt_c"": 24.68, ""heat_index_c"": 29.66, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-06,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,29.31,20.86,25.08,78.5,1.88,21.09,31.78,89.2,26.09,LOW,0,21.49,False,0,-0.78,0.1,0,0,0.0,0.386,0.559,0.418,0.777,0.497,0.557,0.787,0.6,0.558,0.0022,0.0238,0.0,0.0,0.0,0.0261,0.0356,0.0114,0.03223,0.04362,0,0,0,0,0,0,0,0,0,0,-0.04362,0.0,0.0,"{""max_temperature_c"": 29.31, ""mean_temperature_c"": 25.08, ""humidity_percent"": 78.5, ""wbgt_c"": 26.09, ""heat_index_c"": 31.78, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-06,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,31.72,24.4,28.06,80.5,1.16,24.39,38.01,100.41,28.94,CAUTION,0,25.04,False,0,0.49,3.1,0,0,0.173,0.799,0.437,0.424,0.47,0.531,0.599,0.845,0.65,0.548,0.1205,0.1874,0.2796,0.1733,0.0442,0.5876,1.1666,0.00814,0.02346,0.03161,0,0,0,0,0,0,0,0,0,0,-0.03161,0.0,0.0,"{""max_temperature_c"": 31.72, ""mean_temperature_c"": 28.06, ""humidity_percent"": 80.5, ""wbgt_c"": 28.94, ""heat_index_c"": 38.01, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-06,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,27.23,16.97,22.1,77.3,4.95,17.95,28.14,82.65,23.43,LOW,0,17.47,False,0,-1.98,6.3,0,0,0.0,0.0,0.682,0.336,0.704,0.566,0.495,0.674,0.55,0.491,0.0,0.0,0.0174,0.0,0.0,0.0174,0.0174,0.0145,0.04434,0.05885,0,0,0,0,0,0,0,0,0,0,-0.05885,0.0,0.0,"{""max_temperature_c"": 27.23, ""mean_temperature_c"": 22.1, ""humidity_percent"": 77.3, ""wbgt_c"": 23.43, ""heat_index_c"": 28.14, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-07,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,31.11,24.36,27.74,75.2,3.09,22.95,35.58,96.05,27.67,LOW,0,25.01,False,0,0.98,-3.0,0,0,0.168,0.618,0.476,0.433,0.76,0.502,0.53,0.787,0.6,0.555,0.0417,0.0022,0.0238,0.0,0.0095,0.0678,0.0678,0.01115,0.03275,0.0439,0,0,0,0,0,0,0,0,0,0,-0.0439,0.0,0.0,"{""max_temperature_c"": 31.11, ""mean_temperature_c"": 27.74, ""humidity_percent"": 75.2, ""wbgt_c"": 27.67, ""heat_index_c"": 35.58, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-07,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,31.83,27.5,29.66,78.8,1.59,25.58,39.76,103.57,29.43,CAUTION,0,28.07,False,0,0.58,1.5,0,0,0.678,0.947,0.359,0.38,0.454,0.526,0.648,0.845,0.65,0.551,0.1572,0.1205,0.1874,0.2796,0.1049,0.4652,1.219,0.00786,0.02425,0.03211,0,0,0,0,0,0,0,0,0,0,-0.03211,0.0,0.0,"{""max_temperature_c"": 31.83, ""mean_temperature_c"": 29.66, ""humidity_percent"": 78.8, ""wbgt_c"": 29.43, ""heat_index_c"": 39.76, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-07,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,26.77,16.7,21.73,72.6,1.93,16.59,27.41,81.34,22.97,LOW,0,17.23,False,0,-2.47,1.8,0,0,0.0,0.0,0.573,0.357,0.682,0.555,0.522,0.676,0.55,0.489,0.0,0.0,0.0,0.0174,0.0,0.0,0.0174,0.01315,0.04243,0.05558,0,0,0,0,0,0,0,0,0,0,-0.05558,0.0,0.0,"{""max_temperature_c"": 26.77, ""mean_temperature_c"": 21.73, ""humidity_percent"": 72.6, ""wbgt_c"": 22.97, ""heat_index_c"": 27.41, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-08,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,31.67,24.24,27.95,67.9,3.82,21.48,34.93,94.87,27.35,LOW,0,24.88,False,0,1.5,-10.2,0,0,0.147,0.435,0.583,0.426,0.782,0.498,0.55,0.787,0.6,0.553,0.0338,0.0417,0.0022,0.0238,0.0,0.0778,0.1016,0.0121,0.03361,0.04571,0,0,0,0,0,0,0,0,0,0,-0.04571,0.0,0.0,"{""max_temperature_c"": 31.67, ""mean_temperature_c"": 27.95, ""humidity_percent"": 67.9, ""wbgt_c"": 27.35, ""heat_index_c"": 34.93, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-08,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,33.03,26.98,30.0,66.7,1.76,23.14,38.26,100.87,28.93,CAUTION,0,27.58,False,0,1.75,-10.3,0,0,0.597,0.642,0.466,0.402,0.476,0.53,0.592,0.847,0.65,0.554,0.1404,0.1572,0.1205,0.1874,0.0775,0.4182,1.2819,0.00855,0.02463,0.03318,0,1,1,1,0,0,0,0,0,1,0.96682,0.002793,0.0,"{""max_temperature_c"": 33.03, ""mean_temperature_c"": 30.0, ""humidity_percent"": 66.7, ""wbgt_c"": 28.93, ""heat_index_c"": 38.26, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-08,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,27.52,18.0,22.76,79.2,4.02,18.96,28.73,83.71,24.02,LOW,0,18.53,False,0,-1.75,8.6,0,0,0.0,0.12,0.755,0.356,0.719,0.559,0.495,0.673,0.55,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.01557,0.0458,0.06137,0,0,0,0,0,0,0,0,0,0,-0.06137,0.0,0.0,"{""max_temperature_c"": 27.52, ""mean_temperature_c"": 22.76, ""humidity_percent"": 79.2, ""wbgt_c"": 24.02, ""heat_index_c"": 28.73, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-09,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,32.15,24.42,28.29,72.6,3.0,22.89,36.87,98.37,28.33,CAUTION,0,25.07,False,0,1.95,-5.3,0,0,0.178,0.611,0.573,0.435,0.78,0.508,0.555,0.788,0.6,0.555,0.0777,0.0338,0.0417,0.0022,0.0,0.1532,0.1793,0.01258,0.03513,0.04771,0,0,0,0,0,0,0,0,0,0,-0.04771,0.0,0.0,"{""max_temperature_c"": 32.15, ""mean_temperature_c"": 28.29, ""humidity_percent"": 72.6, ""wbgt_c"": 28.33, ""heat_index_c"": 36.87, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-09,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,31.56,25.68,28.62,65.5,2.72,21.53,34.83,94.7,27.43,LOW,0,26.25,False,0,0.26,-11.4,0,0,0.375,0.441,0.41,0.38,0.464,0.527,0.621,0.848,0.65,0.554,0.0359,0.1404,0.1572,0.1205,0.2234,0.3335,1.0944,0.00756,0.02245,0.03001,0,0,0,0,0,0,0,0,0,0,-0.03001,0.0,0.0,"{""max_temperature_c"": 31.56, ""mean_temperature_c"": 28.62, ""humidity_percent"": 65.5, ""wbgt_c"": 27.43, ""heat_index_c"": 34.83, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-09,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,29.04,20.02,24.53,75.2,3.7,19.84,30.75,87.35,25.26,LOW,0,20.52,False,0,-0.25,4.8,0,0,0.0,0.231,0.777,0.331,0.723,0.555,0.484,0.673,0.55,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.016,0.04647,0.06248,0,0,0,0,0,0,0,0,0,0,-0.06248,0.0,0.0,"{""max_temperature_c"": 29.04, ""mean_temperature_c"": 24.53, ""humidity_percent"": 75.2, ""wbgt_c"": 25.26, ""heat_index_c"": 30.75, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-10,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,32.01,25.15,28.58,74.7,5.12,23.65,37.52,99.53,28.29,CAUTION,0,25.83,False,0,1.76,-3.0,0,0,0.305,0.707,0.553,0.456,0.776,0.509,0.527,0.789,0.6,0.556,0.0717,0.0777,0.0338,0.0417,0.0,0.1832,0.251,0.01276,0.03593,0.04869,0,0,0,0,0,0,0,0,0,0,-0.04869,0.0,0.0,"{""max_temperature_c"": 32.01, ""mean_temperature_c"": 28.58, ""humidity_percent"": 74.7, ""wbgt_c"": 28.29, ""heat_index_c"": 37.52, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-10,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,31.37,25.08,28.23,72.5,2.15,22.81,35.78,96.41,27.94,LOW,0,25.66,False,0,0.05,-4.2,0,0,0.276,0.602,0.429,0.384,0.468,0.531,0.546,0.848,0.65,0.554,0.0485,0.0359,0.1404,0.1572,0.1733,0.2247,0.9695,0.00794,0.02337,0.03131,0,0,0,0,0,0,0,0,0,0,-0.03131,0.0,0.0,"{""max_temperature_c"": 31.37, ""mean_temperature_c"": 28.23, ""humidity_percent"": 72.5, ""wbgt_c"": 27.94, ""heat_index_c"": 35.78, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-10,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,29.41,20.73,25.07,72.6,1.76,19.8,31.13,88.03,25.65,LOW,0,21.24,False,0,0.09,2.4,0,0,0.0,0.225,0.767,0.342,0.721,0.561,0.495,0.672,0.55,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.01614,0.04722,0.06336,0,0,0,0,0,0,0,0,0,0,-0.06336,0.0,0.0,"{""max_temperature_c"": 29.41, ""mean_temperature_c"": 25.07, ""humidity_percent"": 72.6, ""wbgt_c"": 25.65, ""heat_index_c"": 31.13, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-11,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,32.18,23.15,27.67,73.2,1.7,22.43,36.44,97.58,28.13,CAUTION,0,23.82,False,0,1.9,-4.4,0,0,0.0,0.554,0.588,0.441,0.783,0.505,0.579,0.787,0.6,0.559,0.0635,0.0717,0.0777,0.0338,0.0,0.2129,0.3145,0.0128,0.03534,0.04813,0,0,0,0,0,0,0,0,0,0,-0.04813,0.0,0.0,"{""max_temperature_c"": 32.18, ""mean_temperature_c"": 27.67, ""humidity_percent"": 73.2, ""wbgt_c"": 28.13, ""heat_index_c"": 36.44, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-11,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,31.52,26.33,28.93,79.3,2.72,24.98,38.5,101.29,28.82,CAUTION,0,26.88,False,0,0.18,2.8,0,0,0.48,0.873,0.45,0.367,0.473,0.526,0.592,0.848,0.65,0.551,0.1112,0.0485,0.0359,0.1404,0.2796,0.1956,0.8012,0.0084,0.02475,0.03315,0,0,0,0,0,0,0,0,0,0,-0.03315,0.0,0.0,"{""max_temperature_c"": 31.52, ""mean_temperature_c"": 28.93, ""humidity_percent"": 79.3, ""wbgt_c"": 28.82, ""heat_index_c"": 38.5, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-11,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,29.75,19.44,24.59,70.4,3.12,18.86,30.99,87.79,25.39,LOW,0,19.93,False,0,0.4,0.5,0,0,0.0,0.107,0.758,0.328,0.719,0.566,0.512,0.672,0.55,0.494,0.0,0.0,0.0,0.0,0.0174,0.0,0.0,0.01623,0.04786,0.06408,0,0,0,0,0,0,0,0,0,0,-0.06408,0.0,0.0,"{""max_temperature_c"": 29.75, ""mean_temperature_c"": 24.59, ""humidity_percent"": 70.4, ""wbgt_c"": 25.39, ""heat_index_c"": 30.99, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-12,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,31.47,22.98,27.22,75.5,4.28,22.51,35.62,96.11,27.73,LOW,0,23.65,False,0,1.15,-1.9,0,0,0.0,0.564,0.603,0.451,0.786,0.503,0.528,0.787,0.6,0.562,0.0432,0.0635,0.0717,0.0777,0.0238,0.1783,0.3338,0.01313,0.0359,0.04904,0,0,0,0,0,0,0,0,0,0,-0.04904,0.0,0.0,"{""max_temperature_c"": 31.47, ""mean_temperature_c"": 27.22, ""humidity_percent"": 75.5, ""wbgt_c"": 27.73, ""heat_index_c"": 35.62, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-12,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,30.95,25.97,28.46,83.4,1.86,25.37,38.15,100.68,28.78,CAUTION,0,26.6,False,0,-0.41,7.0,0,0,0.433,0.921,0.464,0.417,0.475,0.519,0.6,0.847,0.65,0.547,0.1084,0.1112,0.0485,0.0359,0.1874,0.2681,0.7221,0.00858,0.02488,0.03346,0,0,0,0,0,0,0,0,0,0,-0.03346,0.0,0.0,"{""max_temperature_c"": 30.95, ""mean_temperature_c"": 28.46, ""humidity_percent"": 83.4, ""wbgt_c"": 28.78, ""heat_index_c"": 38.15, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-12,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,30.24,21.05,25.65,73.8,3.01,20.63,32.58,90.64,26.3,LOW,0,21.61,False,0,0.87,4.1,0,0,0.0,0.328,0.758,0.37,0.719,0.562,0.508,0.67,0.55,0.493,0.0075,0.0,0.0,0.0,0.0,0.0075,0.0075,0.01643,0.04833,0.06476,0,0,0,0,0,0,0,0,0,0,-0.06476,0.0,0.0,"{""max_temperature_c"": 30.24, ""mean_temperature_c"": 25.65, ""humidity_percent"": 73.8, ""wbgt_c"": 26.3, ""heat_index_c"": 32.58, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-13,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,31.9,23.88,27.89,72.5,0.93,22.48,36.12,97.02,28.07,CAUTION,0,24.54,False,0,1.55,-4.8,0,0,0.09,0.56,0.565,0.44,0.778,0.498,0.514,0.787,0.6,0.559,0.055,0.0432,0.0635,0.0717,0.0022,0.1616,0.3866,0.01285,0.03573,0.04858,0,1,1,0,1,0,0,0,0,1,0.95142,0.001299,0.0,"{""max_temperature_c"": 31.9, ""mean_temperature_c"": 27.89, ""humidity_percent"": 72.5, ""wbgt_c"": 28.07, ""heat_index_c"": 36.12, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-13,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,31.36,25.7,28.53,87.2,2.26,26.19,39.96,103.92,29.35,CAUTION,0,26.3,False,0,-0.02,11.0,0,0,0.383,1.0,0.39,0.402,0.461,0.52,0.572,0.848,0.65,0.552,0.1515,0.1084,0.1112,0.0485,0.1205,0.3711,0.7531,0.00864,0.0259,0.03454,0,0,0,0,0,0,0,0,0,0,-0.03454,0.0,0.0,"{""max_temperature_c"": 31.36, ""mean_temperature_c"": 28.53, ""humidity_percent"": 87.2, ""wbgt_c"": 29.35, ""heat_index_c"": 39.96, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-13,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,30.25,22.04,26.15,71.6,3.73,20.61,32.58,90.64,26.28,LOW,0,22.56,False,0,0.86,2.1,0,0,0.0,0.326,0.717,0.347,0.711,0.569,0.518,0.67,0.55,0.496,0.0071,0.0075,0.0,0.0,0.0,0.0145,0.0145,0.01618,0.04871,0.06489,0,0,0,0,0,0,0,0,0,0,-0.06489,0.0,0.0,"{""max_temperature_c"": 30.25, ""mean_temperature_c"": 26.15, ""humidity_percent"": 71.6, ""wbgt_c"": 26.28, ""heat_index_c"": 32.58, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-14,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,31.38,23.45,27.41,73.0,3.58,22.15,35.16,95.29,27.56,LOW,0,24.13,False,0,1.0,-4.1,0,0,0.022,0.519,0.413,0.455,0.748,0.496,0.554,0.789,0.6,0.555,0.0389,0.055,0.0432,0.0635,0.0417,0.1371,0.3838,0.0112,0.03376,0.04496,0,0,0,0,0,0,0,0,0,0,-0.04496,0.0,0.0,"{""max_temperature_c"": 31.38, ""mean_temperature_c"": 27.41, ""humidity_percent"": 73.0, ""wbgt_c"": 27.56, ""heat_index_c"": 35.16, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-14,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,30.82,26.86,28.84,85.5,2.12,26.17,39.07,102.33,29.04,CAUTION,0,27.48,False,0,-0.58,9.5,0,0,0.58,1.0,0.42,0.412,0.466,0.521,0.575,0.846,0.65,0.556,0.1279,0.1515,0.1084,0.1112,0.1572,0.3878,0.7238,0.00898,0.02658,0.03556,0,0,0,0,0,0,0,0,0,0,-0.03556,0.0,0.0,"{""max_temperature_c"": 30.82, ""mean_temperature_c"": 28.84, ""humidity_percent"": 85.5, ""wbgt_c"": 29.04, ""heat_index_c"": 39.07, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-14,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,30.93,22.25,26.59,70.2,3.15,20.7,33.43,92.18,26.75,LOW,0,22.77,False,0,1.51,0.9,0,0,0.0,0.338,0.56,0.346,0.68,0.568,0.477,0.672,0.55,0.495,0.0189,0.0071,0.0075,0.0,0.0,0.0334,0.0334,0.01475,0.04771,0.06246,0,0,0,0,0,0,0,0,0,0,-0.06246,0.0,0.0,"{""max_temperature_c"": 30.93, ""mean_temperature_c"": 26.59, ""humidity_percent"": 70.2, ""wbgt_c"": 26.75, ""heat_index_c"": 33.43, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2025-12-15,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,29.68,22.51,26.09,76.4,3.91,21.62,32.61,90.69,26.35,LOW,0,23.14,False,0,-0.73,-0.6,0,0,0.0,0.452,0.528,0.421,0.771,0.504,0.561,0.789,0.6,0.553,0.0087,0.0389,0.055,0.0432,0.0338,0.1026,0.3586,0.01224,0.03514,0.04738,0,0,0,0,0,0,0,0,0,0,-0.04738,0.0,0.0,"{""max_temperature_c"": 29.68, ""mean_temperature_c"": 26.09, ""humidity_percent"": 76.4, ""wbgt_c"": 26.35, ""heat_index_c"": 32.61, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
