date,state,population,max_temperature_c,mean_temperature_c,min_temperature_c,relative_humidity_percent,wind_speed_mps,heat_index_c,wbgt_c,heatwave_day,consecutive_heat_days,cumulative_heat_load_7day,expected_heat_related_deaths,heat_related_deaths_total,heat_related_deaths_male,heat_related_deaths_female,deaths_under_30,deaths_30_59,deaths_60_plus,heat_related_mortality_rate_per_100000,thermal_signature,data_type
2025-05-20,Tamil Nadu,72147030,41.8,37.0,32.2,59.4,3.7,46.4,34.8,True,1,33.83,3.58,4,3,1,0,3,1,0.0055,0.989_0.1_0.594,SYNTHETIC
2025-05-21,Tamil Nadu,72147030,38.3,34.0,29.7,45.6,1.4,38.4,32.0,False,0,33.61,3.05,2,1,1,0,2,0,0.0028,0.797_0.0_0.456,SYNTHETIC
2025-05-22,Tamil Nadu,72147030,38.5,34.2,30.0,51.4,4.4,40.4,32.2,False,0,33.33,3.05,1,1,0,0,1,0,0.0014,0.811_0.0_0.514,SYNTHETIC
2025-05-23,Tamil Nadu,72147030,38.2,33.6,29.1,53.9,2.2,41.0,31.7,False,0,33.17,3.01,1,0,1,0,1,0,0.0014,0.781_0.0_0.539,SYNTHETIC
2025-05-24,Tamil Nadu,72147030,37.3,34.1,30.8,49.8,3.9,38.7,31.8,False,0,32.63,2.74,2,2,0,1,0,1,0.0028,0.787_0.0_0.498,SYNTHETIC
2025-05-25,Tamil Nadu,72147030,39.5,36.3,33.1,50.7,1.2,41.2,33.8,True,1,32.49,3.25,0,0,0,0,0,0,0.0,0.92_0.1_0.507,SYNTHETIC
2025-05-26,Tamil Nadu,72147030,37.7,32.4,27.1,45.6,2.8,37.7,30.7,False,0,32.42,2.85,2,1,1,1,1,0,0.0028,0.712_0.0_0.456,SYNTHETIC
2025-05-27,Tamil Nadu,72147030,36.3,30.6,24.9,45.1,1.1,36.2,29.1,False,0,31.6,2.37,2,2,0,0,2,0,0.0028,0.608_0.0_0.451,SYNTHETIC
2025-05-28,Tamil Nadu,72147030,37.2,32.6,27.9,53.1,2.9,39.8,30.8,False,0,31.43,2.66,19,17,2,3,12,4,0.0263,0.718_0.0_0.531,SYNTHETIC
2025-05-29,Tamil Nadu,72147030,41.6,36.9,32.3,45.1,1.2,41.4,34.6,True,1,31.78,3.43,1,1,0,0,1,0,0.0014,0.974_0.1_0.451,SYNTHETIC
2025-05-30,Tamil Nadu,72147030,37.8,33.8,29.8,47.8,4.0,38.6,31.7,False,0,31.78,2.86,3,3,0,1,0,2,0.0042,0.781_0.0_0.478,SYNTHETIC
2025-05-31,Tamil Nadu,72147030,38.8,33.0,27.3,46.7,3.2,39.2,31.4,True,1,31.72,3.13,4,4,0,0,2,2,0.0055,0.757_0.1_0.467,SYNTHETIC
2025-06-01,Tamil Nadu,72147030,40.0,35.4,30.8,49.5,1.6,41.3,33.3,True,2,31.64,3.4,5,5,0,0,4,1,0.0069,0.884_0.2_0.495,SYNTHETIC
2025-06-02,Tamil Nadu,72147030,37.7,32.1,26.4,51.6,4.2,39.7,30.5,False,0,31.62,2.82,3,3,0,0,2,1,0.0042,0.7_0.0_0.516,SYNTHETIC
2025-06-03,Tamil Nadu,72147030,38.8,34.3,29.7,49.3,3.9,40.1,32.2,True,1,32.06,3.16,8,6,2,2,4,2,0.0111,0.816_0.1_0.493,SYNTHETIC
2025-06-04,Tamil Nadu,72147030,37.8,32.5,27.3,40.5,3.6,36.2,30.7,False,0,32.06,2.86,4,3,1,1,3,0,0.0055,0.715_0.0_0.405,SYNTHETIC
2025-06-05,Tamil Nadu,72147030,38.1,32.6,27.1,53.4,2.1,40.8,31.0,False,0,31.54,2.92,2,2,0,0,2,0,0.0028,0.733_0.0_0.534,SYNTHETIC
2025-06-06,Tamil Nadu,72147030,39.8,34.8,29.8,54.2,2.0,42.7,32.9,True,1,31.71,3.24,12,10,2,2,6,4,0.0166,0.858_0.1_0.542,SYNTHETIC
2025-06-07,Tamil Nadu,72147030,39.5,34.2,28.9,49.6,4.2,40.8,32.3,True,2,31.85,3.36,0,0,0,0,0,0,0.0,0.821_0.2_0.496,SYNTHETIC
2025-06-08,Tamil Nadu,72147030,37.8,32.2,26.6,55.1,1.5,41.0,30.7,False,0,31.48,2.86,1,1,0,0,1,0,0.0014,0.712_0.0_0.551,SYNTHETIC
2025-06-09,Tamil Nadu,72147030,39.8,35.9,32.0,43.1,2.2,39.0,33.5,True,1,31.91,3.26,6,6,0,1,2,3,0.0083,0.903_0.1_0.431,SYNTHETIC
2025-06-10,Tamil Nadu,72147030,37.2,33.9,30.6,52.4,4.6,39.5,31.7,False,0,31.84,2.67,4,3,1,0,2,2,0.0055,0.78_0.0_0.524,SYNTHETIC
2025-06-11,Tamil Nadu,72147030,41.0,36.2,31.4,57.9,3.8,45.1,34.1,True,1,32.32,3.4,0,0,0,0,0,0,0.0,0.941_0.1_0.579,SYNTHETIC
2025-06-12,Tamil Nadu,72147030,41.8,35.9,30.1,50.6,3.4,43.5,34.0,True,2,32.75,3.67,3,3,0,2,1,0,0.0042,0.934_0.2_0.506,SYNTHETIC
2025-06-13,Tamil Nadu,72147030,36.4,31.5,26.7,51.1,2.1,38.2,29.9,False,0,32.32,2.43,0,0,0,0,0,0,0.0,0.657_0.0_0.511,SYNTHETIC
2025-06-14,Tamil Nadu,72147030,38.0,32.6,27.2,47.9,3.3,38.8,30.9,False,0,32.11,2.93,2,2,0,1,1,0,0.0028,0.725_0.0_0.479,SYNTHETIC
2025-06-15,Tamil Nadu,72147030,40.0,35.5,31.1,51.9,3.8,42.1,33.4,True,1,32.5,3.31,0,0,0,0,0,0,0.0,0.893_0.1_0.519,SYNTHETIC
2025-06-16,Tamil Nadu,72147030,38.8,33.9,29.1,54.5,2.2,41.7,32.1,True,2,32.29,3.3,2,2,0,1,1,0,0.0028,0.803_0.2_0.545,SYNTHETIC
2025-06-17,Tamil Nadu,72147030,40.7,37.4,34.0,56.5,2.5,44.4,34.9,True,3,32.74,3.7,0,0,0,0,0,0,0.0,0.992_0.3_0.565,SYNTHETIC
2025-06-18,Tamil Nadu,72147030,38.1,34.8,31.6,52.6,2.4,40.4,32.5,False,0,32.51,2.97,16,12,4,5,8,3,0.0222,0.835_0.0_0.526,SYNTHETIC
2025-06-19,Tamil Nadu,72147030,35.3,30.1,24.9,56.0,3.6,38.8,28.7,False,0,31.75,2.06,6,4,2,0,4,2,0.0083,0.579_0.0_0.56,SYNTHETIC
2025-06-20,Tamil Nadu,72147030,40.6,35.5,30.4,56.4,2.5,44.2,33.5,True,1,32.28,3.36,0,0,0,0,0,0,0.0,0.901_0.1_0.564,SYNTHETIC
2025-06-21,Tamil Nadu,72147030,36.7,33.6,30.5,50.5,3.6,38.3,31.4,False,0,32.35,2.53,0,0,0,0,0,0,0.0,0.758_0.0_0.505,SYNTHETIC
2025-06-22,Tamil Nadu,72147030,39.7,34.9,30.1,46.8,2.5,40.2,32.9,True,1,32.27,3.27,0,0,0,0,0,0,0.0,0.858_0.1_0.468,SYNTHETIC
2025-06-23,Tamil Nadu,72147030,38.0,34.9,31.8,47.2,3.0,38.5,32.5,False,0,32.33,2.94,0,0,0,0,0,0,0.0,0.832_0.0_0.472,SYNTHETIC
2025-06-24,Tamil Nadu,72147030,35.3,29.6,23.9,51.3,1.5,37.2,28.3,False,0,31.39,2.04,8,6,2,1,5,2,0.0111,0.551_0.0_0.513,SYNTHETIC
2025-06-25,Tamil Nadu,72147030,36.0,30.1,24.2,48.9,3.2,37.2,28.8,False,0,30.86,2.26,0,0,0,0,0,0,0.0,0.586_0.0_0.489,SYNTHETIC
2025-06-26,Tamil Nadu,72147030,37.6,33.4,29.2,65.0,5.0,44.0,31.5,False,0,31.26,2.76,7,3,4,2,2,3,0.0097,0.768_0.0_0.65,SYNTHETIC
2025-06-27,Tamil Nadu,72147030,36.8,31.2,25.6,57.9,4.8,40.9,29.8,False,0,30.72,2.5,1,0,1,0,1,0,0.0014,0.652_0.0_0.579,SYNTHETIC
2025-06-28,Tamil Nadu,72147030,35.6,32.0,28.4,49.5,4.0,36.9,30.0,False,0,30.53,2.11,0,0,0,0,0,0,0.0,0.667_0.0_0.495,SYNTHETIC
2025-06-29,Tamil Nadu,72147030,39.5,34.2,28.9,52.2,3.3,41.7,32.4,True,1,30.46,3.14,0,0,0,0,0,0,0.0,0.824_0.1_0.522,SYNTHETIC
2025-06-30,Tamil Nadu,72147030,37.4,32.9,28.4,59.1,3.5,41.9,31.1,False,0,30.26,2.67,2,2,0,0,1,1,0.0028,0.741_0.0_0.591,SYNTHETIC
2025-07-01,Tamil Nadu,72147030,36.2,30.4,24.5,50.8,1.0,38.0,29.0,False,0,30.37,2.3,3,3,0,0,1,2,0.0042,0.601_0.0_0.508,SYNTHETIC
2025-07-02,Tamil Nadu,72147030,38.4,33.6,28.7,56.7,1.4,42.1,31.7,False,0,30.79,2.91,0,0,0,0,0,0,0.0,0.783_0.0_0.567,SYNTHETIC
2025-07-03,Tamil Nadu,72147030,37.6,31.8,25.9,53.9,1.3,40.4,30.3,False,0,30.62,2.74,14,11,3,2,8,4,0.0194,0.688_0.0_0.539,SYNTHETIC
2025-07-04,Tamil Nadu,72147030,38.4,32.4,26.5,48.6,3.4,39.4,30.9,False,0,30.77,2.9,0,0,0,0,0,0,0.0,0.723_0.0_0.486,SYNTHETIC
2025-07-05,Tamil Nadu,72147030,32.8,28.1,23.3,55.9,3.5,36.3,26.8,False,0,30.31,1.3,0,0,0,0,0,0,0.0,0.451_0.0_0.559,SYNTHETIC
2025-07-06,Tamil Nadu,72147030,38.0,33.3,28.7,57.7,3.1,42.0,31.5,False,0,30.19,2.83,0,0,0,0,0,0,0.0,0.767_0.0_0.577,SYNTHETIC
2025-07-07,Tamil Nadu,72147030,36.2,31.3,26.4,53.3,1.2,38.8,29.7,False,0,29.98,2.26,0,0,0,0,0,0,0.0,0.644_0.0_0.533,SYNTHETIC
2025-07-08,Tamil Nadu,72147030,36.7,31.1,25.6,56.3,1.0,40.2,29.7,False,0,30.07,2.41,0,0,0,0,0,0,0.0,0.646_0.0_0.563,SYNTHETIC
2025-07-09,Tamil Nadu,72147030,35.1,29.5,24.0,51.7,2.3,37.1,28.2,False,0,29.57,1.91,4,3,1,0,4,0,0.0055,0.547_0.0_0.517,SYNTHETIC
2025-07-10,Tamil Nadu,72147030,38.5,32.6,26.7,62.2,4.0,44.0,31.1,False,0,29.68,2.85,13,9,4,2,9,2,0.018,0.74_0.0_0.622,SYNTHETIC
2025-07-11,Tamil Nadu,72147030,37.4,33.8,30.2,57.7,3.6,41.5,31.7,False,0,29.81,2.64,0,0,0,0,0,0,0.0,0.781_0.0_0.577,SYNTHETIC
2025-07-12,Tamil Nadu,72147030,34.5,31.1,27.7,60.5,3.6,39.5,29.3,False,0,30.17,1.77,3,1,2,1,2,0,0.0042,0.62_0.0_0.605,SYNTHETIC
2025-07-13,Tamil Nadu,72147030,36.9,33.1,29.3,51.6,4.3,38.9,31.0,False,0,30.1,2.48,0,0,0,0,0,0,0.0,0.735_0.0_0.516,SYNTHETIC
2025-07-14,Tamil Nadu,72147030,36.4,31.9,27.4,51.8,2.6,38.5,30.1,False,0,30.17,2.34,0,0,0,0,0,0,0.0,0.675_0.0_0.518,SYNTHETIC
2025-07-15,Tamil Nadu,72147030,36.7,31.7,26.6,59.8,2.2,41.4,30.1,False,0,30.22,2.43,3,2,1,1,1,1,0.0042,0.673_0.0_0.598,SYNTHETIC
2025-07-16,Tamil Nadu,72147030,36.7,32.7,28.6,65.0,2.5,43.2,30.9,False,0,30.61,2.46,0,0,0,0,0,0,0.0,0.725_0.0_0.65,SYNTHETIC
2025-07-17,Tamil Nadu,72147030,36.8,31.4,26.1,58.7,2.8,41.1,29.9,False,0,30.44,2.47,0,0,0,0,0,0,0.0,0.663_0.0_0.587,SYNTHETIC
2025-07-18,Tamil Nadu,72147030,36.3,31.0,25.8,49.5,2.9,37.6,29.5,False,0,30.12,2.3,0,0,0,0,0,0,0.0,0.632_0.0_0.495,SYNTHETIC
2025-07-19,Tamil Nadu,72147030,36.4,30.5,24.6,59.1,1.3,40.9,29.2,False,0,30.11,2.33,0,0,0,0,0,0,0.0,0.614_0.0_0.591,SYNTHETIC
2025-07-20,Tamil Nadu,72147030,38.2,33.5,28.7,60.9,1.6,43.3,31.7,False,0,30.2,2.85,6,3,3,3,3,0,0.0083,0.778_0.0_0.609,SYNTHETIC
2025-07-21,Tamil Nadu,72147030,33.8,29.3,24.8,59.3,3.7,38.4,27.9,False,0,29.88,1.53,0,0,0,0,0,0,0.0,0.524_0.0_0.593,SYNTHETIC
2025-07-22,Tamil Nadu,72147030,32.8,29.7,26.5,66.3,1.7,39.7,28.0,False,0,29.58,1.28,0,0,0,0,0,0,0.0,0.533_0.0_0.663,SYNTHETIC
2025-07-23,Tamil Nadu,72147030,35.4,29.5,23.6,61.8,1.8,40.8,28.4,False,0,29.22,2.0,14,11,3,1,6,7,0.0194,0.558_0.0_0.618,SYNTHETIC
2025-07-24,Tamil Nadu,72147030,34.5,29.6,24.7,63.3,3.7,40.4,28.3,False,0,28.98,1.73,0,0,0,0,0,0,0.0,0.551_0.0_0.633,SYNTHETIC
2025-07-25,Tamil Nadu,72147030,36.8,33.1,29.4,58.3,3.5,41.1,31.1,False,0,29.22,2.42,1,1,0,0,1,0,0.0014,0.742_0.0_0.583,SYNTHETIC
2025-07-26,Tamil Nadu,72147030,35.8,30.8,25.8,57.1,1.5,39.6,29.3,False,0,29.22,2.11,2,1,1,0,2,0,0.0028,0.619_0.0_0.571,SYNTHETIC
2025-07-27,Tamil Nadu,72147030,36.1,30.2,24.4,60.6,3.3,41.1,29.0,False,0,28.84,2.19,0,0,0,0,0,0,0.0,0.6_0.0_0.606,SYNTHETIC
2025-07-28,Tamil Nadu,72147030,37.7,34.0,30.3,53.8,1.8,40.5,31.9,False,0,29.42,2.71,0,0,0,0,0,0,0.0,0.792_0.0_0.538,SYNTHETIC
2025-07-29,Tamil Nadu,72147030,35.9,32.0,28.2,59.4,4.8,40.5,30.2,False,0,29.73,2.17,2,2,0,0,1,1,0.0028,0.68_0.0_0.594,SYNTHETIC
2025-07-30,Tamil Nadu,72147030,37.6,33.2,28.7,58.5,3.0,41.9,31.3,False,0,30.15,2.71,0,0,0,0,0,0,0.0,0.755_0.0_0.585,SYNTHETIC
2025-07-31,Tamil Nadu,72147030,34.9,31.6,28.4,63.0,1.3,40.6,29.7,False,0,30.37,1.87,10,7,3,1,7,2,0.0139,0.65_0.0_0.63,SYNTHETIC
2025-08-01,Tamil Nadu,72147030,35.8,32.8,29.8,58.6,2.7,40.2,30.7,False,0,30.31,2.18,0,0,0,0,0,0,0.0,0.716_0.0_0.586,SYNTHETIC
2025-08-02,Tamil Nadu,72147030,36.3,31.0,25.8,55.6,4.4,39.6,29.5,False,0,30.34,2.3,0,0,0,0,0,0,0.0,0.635_0.0_0.556,SYNTHETIC
2025-08-03,Tamil Nadu,72147030,34.5,30.3,26.2,63.9,4.6,40.5,28.8,False,0,30.31,1.75,4,3,1,0,3,1,0.0055,0.585_0.0_0.639,SYNTHETIC
2025-08-04,Tamil Nadu,72147030,36.0,32.2,28.3,54.3,3.9,39.0,30.3,False,0,30.08,2.23,6,5,1,0,3,3,0.0083,0.684_0.0_0.543,SYNTHETIC
2025-08-05,Tamil Nadu,72147030,34.1,30.1,26.1,56.5,4.9,37.8,28.5,False,0,29.84,1.64,5,3,2,2,2,1,0.0069,0.566_0.0_0.565,SYNTHETIC
2025-08-06,Tamil Nadu,72147030,32.6,27.5,22.4,60.5,4.3,37.6,26.4,False,0,29.13,1.26,0,0,0,0,0,0,0.0,0.426_0.0_0.605,SYNTHETIC
2025-08-07,Tamil Nadu,72147030,35.9,32.3,28.8,64.7,4.2,42.2,30.4,False,0,29.23,2.14,0,0,0,0,0,0,0.0,0.696_0.0_0.647,SYNTHETIC
2025-08-08,Tamil Nadu,72147030,34.0,30.1,26.3,58.5,4.5,38.3,28.5,False,0,28.91,1.57,0,0,0,0,0,0,0.0,0.566_0.0_0.585,SYNTHETIC
2025-08-09,Tamil Nadu,72147030,36.5,30.7,25.0,64.4,1.0,42.7,29.5,False,0,28.9,2.3,1,1,0,0,1,0,0.0014,0.63_0.0_0.644,SYNTHETIC
2025-08-10,Tamil Nadu,72147030,33.6,30.4,27.2,71.0,4.1,42.0,28.7,False,0,28.89,1.45,0,0,0,0,0,0,0.0,0.581_0.0_0.71,SYNTHETIC
2025-08-11,Tamil Nadu,72147030,34.2,28.4,22.6,60.8,3.6,39.3,27.3,False,0,28.47,1.62,0,0,0,0,0,0,0.0,0.489_0.0_0.608,SYNTHETIC
2025-08-12,Tamil Nadu,72147030,33.8,29.9,26.1,65.1,2.1,40.3,28.4,False,0,28.46,1.48,0,0,0,0,0,0,0.0,0.557_0.0_0.651,SYNTHETIC
2025-08-13,Tamil Nadu,72147030,34.0,28.7,23.5,59.5,3.8,38.6,27.5,False,0,28.62,1.54,0,0,0,0,0,0,0.0,0.5_0.0_0.595,SYNTHETIC
2025-08-14,Tamil Nadu,72147030,34.1,30.3,26.5,57.1,2.1,37.9,28.6,False,0,28.35,1.58,1,1,0,0,0,1,0.0014,0.573_0.0_0.571,SYNTHETIC
2025-08-15,Tamil Nadu,72147030,33.3,28.5,23.7,63.3,3.5,39.2,27.3,False,0,28.17,1.34,0,0,0,0,0,0,0.0,0.484_0.0_0.633,SYNTHETIC
2025-08-16,Tamil Nadu,72147030,35.3,30.1,25.0,59.1,3.4,39.8,28.7,False,0,28.07,1.91,0,0,0,0,0,0,0.0,0.583_0.0_0.591,SYNTHETIC
2025-08-17,Tamil Nadu,72147030,34.8,31.2,27.6,66.8,3.4,41.8,29.4,False,0,28.18,1.78,1,1,0,0,1,0,0.0014,0.63_0.0_0.668,SYNTHETIC
2025-08-18,Tamil Nadu,72147030,34.7,30.5,26.3,65.1,4.4,41.2,29.0,False,0,28.41,1.77,1,1,0,0,1,0,0.0014,0.598_0.0_0.651,SYNTHETIC
2025-08-19,Tamil Nadu,72147030,34.1,28.4,22.6,63.8,2.7,40.2,27.3,False,0,28.26,1.58,0,0,0,0,0,0,0.0,0.489_0.0_0.638,SYNTHETIC
2025-08-20,Tamil Nadu,72147030,36.3,31.4,26.5,72.8,2.0,45.4,30.0,False,0,28.62,2.25,0,0,0,0,0,0,0.0,0.665_0.0_0.728,SYNTHETIC
2025-08-21,Tamil Nadu,72147030,32.4,28.6,24.8,62.7,2.0,38.1,27.2,False,0,28.41,1.24,0,0,0,0,0,0,0.0,0.477_0.0_0.627,SYNTHETIC
2025-08-22,Tamil Nadu,72147030,32.7,26.8,20.9,67.6,4.4,40.0,26.0,False,0,28.23,1.24,2,2,0,0,2,0,0.0028,0.398_0.0_0.676,SYNTHETIC
2025-08-23,Tamil Nadu,72147030,32.3,28.2,24.1,66.9,4.7,39.4,26.9,False,0,27.96,1.23,0,0,0,0,0,0,0.0,0.457_0.0_0.669,SYNTHETIC
2025-08-24,Tamil Nadu,72147030,33.8,28.4,23.1,70.5,2.8,42.1,27.4,False,0,27.66,1.48,1,1,0,0,1,0,0.0014,0.492_0.0_0.705,SYNTHETIC
2025-08-25,Tamil Nadu,72147030,32.4,28.1,23.8,71.5,1.1,41.0,26.9,False,0,27.36,1.23,0,0,0,0,0,0,0.0,0.459_0.0_0.715,SYNTHETIC
2025-08-26,Tamil Nadu,72147030,32.4,27.5,22.5,74.7,2.0,42.1,26.5,False,0,27.24,1.23,0,0,0,0,0,0,0.0,0.431_0.0_0.747,SYNTHETIC
2025-08-27,Tamil Nadu,72147030,34.3,28.8,23.4,69.4,3.7,42.2,27.7,False,0,26.92,1.62,0,0,0,0,0,0,0.0,0.516_0.0_0.694,SYNTHETIC
2025-08-28,Tamil Nadu,72147030,37.4,33.4,29.3,74.2,2.4,46.9,31.6,False,0,27.56,2.55,8,7,1,0,5,3,0.0111,0.773_0.0_0.742,SYNTHETIC
2025-08-29,Tamil Nadu,72147030,36.0,32.5,29.1,62.5,3.7,41.7,30.6,False,0,28.22,2.14,0,0,0,0,0,0,0.0,0.707_0.0_0.625,SYNTHETIC
2025-08-30,Tamil Nadu,72147030,34.3,29.8,25.2,73.0,1.6,43.4,28.4,False,0,28.44,1.65,0,0,0,0,0,0,0.0,0.562_0.0_0.73,SYNTHETIC
2025-08-31,Tamil Nadu,72147030,31.7,28.4,25.1,62.4,1.9,37.3,26.8,False,0,28.37,1.22,0,0,0,0,0,0,0.0,0.456_0.0_0.624,SYNTHETIC
2025-09-01,Tamil Nadu,72147030,30.6,27.0,23.3,66.1,4.8,37.4,25.7,False,0,28.19,1.19,0,0,0,0,0,0,0.0,0.377_0.0_0.661,SYNTHETIC
2025-09-02,Tamil Nadu,72147030,35.4,30.3,25.2,71.2,1.7,43.9,29.0,False,0,28.55,1.97,2,2,0,1,1,0,0.0028,0.6_0.0_0.712,SYNTHETIC
2025-09-03,Tamil Nadu,72147030,31.2,26.1,21.0,67.4,1.8,38.4,25.2,False,0,28.18,1.21,0,0,0,0,0,0,0.0,0.345_0.0_0.674,SYNTHETIC
2025-09-04,Tamil Nadu,72147030,32.0,26.6,21.2,69.4,1.3,39.9,25.7,False,0,27.35,1.22,0,0,0,0,0,0,0.0,0.381_0.0_0.694,SYNTHETIC
2025-09-05,Tamil Nadu,72147030,32.8,27.3,21.8,78.7,4.3,43.8,26.4,False,0,26.75,1.24,3,2,1,1,1,1,0.0042,0.429_0.0_0.787,SYNTHETIC
2025-09-06,Tamil Nadu,72147030,34.1,28.4,22.7,67.9,1.8,41.5,27.4,False,0,26.6,1.58,0,0,0,0,0,0,0.0,0.493_0.0_0.679,SYNTHETIC
2025-09-07,Tamil Nadu,72147030,31.3,27.2,23.0,71.5,4.2,39.9,26.0,False,0,26.48,1.21,0,0,0,0,0,0,0.0,0.399_0.0_0.715,SYNTHETIC
2025-09-08,Tamil Nadu,72147030,31.2,27.0,22.9,64.7,1.3,37.5,25.8,False,0,26.5,1.2,0,0,0,0,0,0,0.0,0.387_0.0_0.647,SYNTHETIC
2025-09-09,Tamil Nadu,72147030,33.0,28.6,24.1,65.2,1.0,39.5,27.2,False,0,26.25,1.25,1,1,0,0,1,0,0.0014,0.483_0.0_0.652,SYNTHETIC
2025-09-10,Tamil Nadu,72147030,33.0,27.6,22.2,75.1,3.1,42.8,26.7,False,0,26.46,1.25,0,0,0,0,0,0,0.0,0.445_0.0_0.751,SYNTHETIC
2025-09-11,Tamil Nadu,72147030,31.2,25.5,19.9,69.0,4.0,39.0,24.8,False,0,26.33,1.2,7,6,1,0,6,1,0.0097,0.321_0.0_0.69,SYNTHETIC
2025-09-12,Tamil Nadu,72147030,30.4,25.0,19.5,79.2,3.6,41.6,24.4,False,0,26.04,1.19,3,3,0,0,3,0,0.0042,0.291_0.0_0.792,SYNTHETIC
2025-09-13,Tamil Nadu,72147030,32.4,28.6,24.8,65.0,3.6,38.9,27.2,False,0,26.01,1.23,2,1,1,0,2,0,0.0028,0.478_0.0_0.65,SYNTHETIC
2025-09-14,Tamil Nadu,72147030,32.2,29.1,25.9,64.2,3.7,38.4,27.4,False,0,26.21,1.23,0,0,0,0,0,0,0.0,0.494_0.0_0.642,SYNTHETIC
2025-09-15,Tamil Nadu,72147030,32.1,28.3,24.6,73.9,3.3,41.4,27.0,False,0,26.38,1.22,0,0,0,0,0,0,0.0,0.465_0.0_0.739,SYNTHETIC
2025-09-16,Tamil Nadu,72147030,32.6,27.1,21.5,75.6,5.0,42.6,26.2,False,0,26.23,1.24,0,0,0,0,0,0,0.0,0.415_0.0_0.756,SYNTHETIC
2025-09-17,Tamil Nadu,72147030,31.4,26.0,20.7,72.1,3.3,40.1,25.2,False,0,26.02,1.21,0,0,0,0,0,0,0.0,0.347_0.0_0.721,SYNTHETIC
2025-09-18,Tamil Nadu,72147030,32.3,27.0,21.7,79.6,1.2,43.5,26.1,False,0,26.21,1.23,7,5,2,0,5,2,0.0097,0.41_0.0_0.796,SYNTHETIC
2025-09-19,Tamil Nadu,72147030,32.2,27.4,22.7,77.6,1.2,42.8,26.4,False,0,26.51,1.23,0,0,0,0,0,0,0.0,0.428_0.0_0.776,SYNTHETIC
2025-09-20,Tamil Nadu,72147030,34.1,29.1,24.0,73.4,3.6,43.4,27.9,False,0,26.61,1.58,0,0,0,0,0,0,0.0,0.527_0.0_0.734,SYNTHETIC
2025-09-21,Tamil Nadu,72147030,32.0,27.6,23.2,69.2,3.7,39.8,26.4,False,0,26.47,1.22,0,0,0,0,0,0,0.0,0.428_0.0_0.692,SYNTHETIC
2025-09-22,Tamil Nadu,72147030,33.4,27.9,22.4,78.1,4.2,44.2,27.0,False,0,26.47,1.36,12,11,1,3,7,2,0.0166,0.465_0.0_0.781,SYNTHETIC
2025-09-23,Tamil Nadu,72147030,31.5,27.9,24.2,78.0,4.5,42.2,26.6,False,0,26.52,1.21,4,2,2,0,2,2,0.0055,0.438_0.0_0.78,SYNTHETIC
2025-09-24,Tamil Nadu,72147030,30.6,27.4,24.2,71.8,4.9,39.3,26.1,False,0,26.64,1.19,1,1,0,1,0,0,0.0014,0.404_0.0_0.718,SYNTHETIC
2025-09-25,Tamil Nadu,72147030,29.9,25.5,21.1,70.9,2.1,38.3,24.5,False,0,26.41,1.18,0,0,0,0,0,0,0.0,0.3_0.0_0.709,SYNTHETIC
2025-09-26,Tamil Nadu,72147030,28.2,22.8,17.4,72.3,2.3,37.1,22.4,False,0,25.83,1.18,0,0,0,0,0,0,0.0,0.157_0.0_0.723,SYNTHETIC
2025-09-27,Tamil Nadu,72147030,32.8,29.6,26.4,69.1,1.8,40.6,28.0,False,0,25.84,1.24,0,0,0,0,0,0,0.0,0.531_0.0_0.691,SYNTHETIC
2025-09-28,Tamil Nadu,72147030,27.8,23.1,18.4,74.3,4.2,37.3,22.5,False,0,25.27,1.18,0,0,0,0,0,0,0.0,0.164_0.0_0.743,SYNTHETIC
2025-09-29,Tamil Nadu,72147030,28.5,24.0,19.5,79.1,1.3,39.6,23.3,False,0,24.74,1.18,0,0,0,0,0,0,0.0,0.219_0.0_0.791,SYNTHETIC
2025-09-30,Tamil Nadu,72147030,28.8,23.6,18.4,63.8,3.3,34.8,22.9,False,0,24.22,1.18,1,1,0,0,0,1,0.0014,0.193_0.0_0.638,SYNTHETIC
2025-10-01,Tamil Nadu,72147030,28.7,24.2,19.8,73.1,4.0,37.8,23.4,False,0,23.84,1.18,1,0,1,0,1,0,0.0014,0.229_0.0_0.731,SYNTHETIC
2025-10-02,Tamil Nadu,72147030,29.6,24.3,19.0,65.9,1.5,36.4,23.6,False,0,23.71,1.18,0,0,0,0,0,0,0.0,0.241_0.0_0.659,SYNTHETIC
2025-10-03,Tamil Nadu,72147030,29.8,24.9,20.0,89.4,1.9,44.3,24.3,False,0,23.99,1.18,0,0,0,0,0,0,0.0,0.286_0.0_0.894,SYNTHETIC
2025-10-04,Tamil Nadu,72147030,28.4,24.5,20.7,77.6,1.9,39.0,23.6,False,0,23.37,1.18,0,0,0,0,0,0,0.0,0.241_0.0_0.776,SYNTHETIC
2025-10-05,Tamil Nadu,72147030,30.3,26.9,23.5,78.5,2.5,41.2,25.7,False,0,23.83,1.18,0,0,0,0,0,0,0.0,0.379_0.0_0.785,SYNTHETIC
2025-10-06,Tamil Nadu,72147030,30.8,27.3,23.7,78.8,3.7,41.8,26.0,False,0,24.22,1.19,0,0,0,0,0,0,0.0,0.402_0.0_0.788,SYNTHETIC
2025-10-07,Tamil Nadu,72147030,30.6,25.7,20.8,78.5,4.0,41.5,24.9,False,0,24.51,1.19,0,0,0,0,0,0,0.0,0.325_0.0_0.785,SYNTHETIC
